Supplier ID,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,,,,,,
100427,Midway Care Ltd (Support Services ****5056),51289804,R5851,Supported Living,5815.84,11/10/2017,People Group,,,,,,
100427,Midway Care Ltd (Support Services ****5056),51289818,R5851,Supported Living,7687.68,12/10/2017,People Group,,,,,,
100427,Midway Care Ltd (Support Services ****5056),51289825,R5851,Supported Living,5815.84,23/10/2017,People Group,,,,,,
100427,Midway Care Ltd (Support Services ****5056),51292501,R5851,Supported Living,2953.44,23/10/2017,People Group,,,,,,
100427,Midway Care Ltd (Support Services ****5056),51292502,R5851,Supported Living,5684.00,23/10/2017,People Group,,,,,,
100427,Midway Care Ltd (Support Services ****5056),51292512,R5851,Supported Living,2889.60,23/10/2017,People Group,,,,,,
100427,Midway Care Ltd (Support Services ****5056),51292626,R5851,Supported Living,5684.00,23/10/2017,People Group,,,,,,
100427,Midway Care Ltd (Support Services ****5056),51294719,R5851,Supported Living,7498.40,24/10/2017,People Group,,,,,,
204071,Mike De Courcey Travel Ltd,51288914,R3204,Home To School / College Transport,700.00,10/10/2017,Communities,,,,,,
204071,Mike De Courcey Travel Ltd,51301454,R5704,Public Transport,7570.00,24/10/2017,Communities,,,,,,
226794,Millbrook Healthcare - A division of Millbrook Furnishing Industries Ltd,51291280,R5807,Social Care Block Contracts,45879.80,13/10/2017,People Group,,,,,,
226794,Millbrook Healthcare - A division of Millbrook Furnishing Industries Ltd,51291160,R4008,Equipment,344012.93,13/10/2017,People Group,,,,,,
229859,Millennium Business Systems Ltd,51273981,R4503,Hardware,578.00,06/10/2017,Resources,,,,,,
229859,Millennium Business Systems Ltd,51274001,R4503,Hardware,4055.00,06/10/2017,Resources,,,,,,
229859,Millennium Business Systems Ltd,51274004,R4503,Hardware,7605.00,06/10/2017,Resources,,,,,,
229859,Millennium Business Systems Ltd,51275791,R4503,Hardware,3008.00,11/10/2017,Resources,,,,,,
229859,Millennium Business Systems Ltd,51277076,R4503,Hardware,654.00,12/10/2017,Resources,,,,,,
229859,Millennium Business Systems Ltd,51280495,R4503,Hardware,872.00,13/10/2017,Resources,,,,,,
229859,Millennium Business Systems Ltd,51281901,R4503,Hardware,8380.00,19/10/2017,Resources,,,,,,
229859,Millennium Business Systems Ltd,51287783,R4503,Hardware,1513.00,27/10/2017,Resources,,,,,,
229859,Millennium Business Systems Ltd,51287785,R4503,Hardware,1245.00,27/10/2017,Resources,,,,,,
229859,Millennium Business Systems Ltd,51287787,R4503,Hardware,5545.00,27/10/2017,Resources,,,,,,
229859,Millennium Business Systems Ltd,51287789,R4503,Hardware,2549.00,27/10/2017,Resources,,,,,,
204082,Miller Briggs & Co,51286668,R2201,Rents & Lettings,600.00,05/10/2017,Resources,,,,,,
234429,Milliken Industrials Ltd,51272246,R2002,Building Maintenance,1522.50,05/10/2017,Communities,,,,,,
204093,Mini Driver School Ltd  (John Squires),51278921,R4441,Professional Fees,1033.60,11/10/2017,Communities,,,,,,
217812,Minster Lodge Care Home,51298996,R5806,Residential Care,2700.88,19/10/2017,People Group,,,,,,
217812,Minster Lodge Care Home,51298996,R5806,Residential Care,3682.00,19/10/2017,People Group,,,,,,
228960,MMRA Ltd ****9714,51283483,C1050,External Fees,1945.67,19/10/2017,Capital,,,,,,
204129,Mobile Care Services Ltd,51291221,R5805,Homecare - External Domiciliary,734.58,24/10/2017,People Group,,,,,,
204131,Mobile Windscreens Ltd,51289223,R3004,Repair & Maintenance Of Vehicles,1461.64,27/10/2017,Communities,,,,,,
217804,Mockley Manor (Coate Water Ltd),51298997,R5806,Residential Care,1934.52,19/10/2017,People Group,,,,,,
217804,Mockley Manor (Coate Water Ltd),51298997,R5806,Residential Care,1934.52,19/10/2017,People Group,,,,,,
217804,Mockley Manor (Coate Water Ltd),51298997,R5806,Residential Care,11029.74,19/10/2017,People Group,,,,,,
217804,Mockley Manor (Coate Water Ltd),51298997,R5806,Residential Care,1808.24,19/10/2017,People Group,,,,,,
217804,Mockley Manor (Coate Water Ltd),51298997,R5806,Residential Care,8507.24,19/10/2017,People Group,,,,,,
217804,Mockley Manor (Coate Water Ltd),51298997,R5806,Residential Care,1100.00,19/10/2017,People Group,,,,,,
217804,Mockley Manor (Coate Water Ltd),51298997,R5806,Residential Care,2642.86,19/10/2017,People Group,,,,,,
204139,Montague Storage Ltd,51278590,R1601,Training,510.00,13/10/2017,People Group,,,,,,
233912,Moor Farm Training Ltd,51280328,R5702,Payments to External Contractors,2290.00,13/10/2017,Communities,,,,,,
229319,Myriad Consulting Ltd,51272694,R4409,Consultancy,5860.00,02/10/2017,Resources,,,,,,
207813,Myton School Trust (Academy),51298761,R6107,SEN Statements Funding,13149.00,19/10/2017,Communities,,,,,,
207813,Myton School Trust (Academy),51288994,R2201,Rents & Lettings,589.00,27/10/2017,Communities,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51288389,R5851,Supported Living,3937.80,02/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51288392,R5851,Supported Living,3937.80,02/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51292432,R5851,Supported Living,935.27,10/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51292450,R5851,Supported Living,935.27,10/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51292451,R5851,Supported Living,905.10,10/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51292465,R5851,Supported Living,935.27,10/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51292466,R5851,Supported Living,935.27,10/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51292541,R5851,Supported Living,4395.16,16/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51292561,R5851,Supported Living,4395.16,16/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51290879,R5851,Supported Living,3937.80,18/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51292552,R5851,Supported Living,8318.88,18/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51292568,R5851,Supported Living,3937.80,18/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51291443,R5851,Supported Living,3937.80,18/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51292555,R5851,Supported Living,1012.77,18/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51290871,R5851,Supported Living,3214.40,18/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51292545,R5851,Supported Living,8318.88,18/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51292536,R5851,Supported Living,980.10,18/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51292789,R5851,Supported Living,7404.04,18/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51292462,R5851,Supported Living,7404.04,18/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51299005,R5806,Residential Care,7295.96,19/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51292566,R5851,Supported Living,2361.60,20/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51291429,R5851,Supported Living,3214.40,20/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51292547,R5851,Supported Living,4460.80,20/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51295368,R5851,Supported Living,4140.84,23/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51300402,R5851,Supported Living,3937.80,23/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51295372,R5851,Supported Living,506.36,24/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51295365,R5851,Supported Living,4140.84,24/10/2017,People Group,,,,,,
100454,NAS Services Ltd (National Autistic Society)****5008,51294383,R5851,Supported Living,3214.40,30/10/2017,People Group,,,,,,
231610,Nashley House Retirement Home,51299004,R5806,Residential Care,2069.76,19/10/2017,People Group,,,,,,
211645,National Star Foundation,51275757,R5702,Payments to External Contractors,9685.11,04/10/2017,Communities,,,,,,
211645,National Star Foundation,51299006,R5806,Residential Care,4982.88,19/10/2017,People Group,,,,,,
211645,National Star Foundation,51299006,R5806,Residential Care,10007.32,19/10/2017,People Group,,,,,,
211645,National Star Foundation,51287698,R5702,Payments to External Contractors,17497.36,26/10/2017,Communities,,,,,,
211645,National Star Foundation,51289248,R5702,Payments to External Contractors,13489.56,27/10/2017,Communities,,,,,,
,Naturescape Limited,5563,,,851.33 ,31/10/2017,Communities,,,,,,
213071,NDTI (National Development Team For Inclusion),51274551,R1601,Training,1750.00,06/10/2017,Communities,,,,,,
204399,Neopost Credifon (****8749),51288586,R4309,Postage & Carriage,500.00,02/10/2017,People Group,,,,,,
204397,Neopost Ltd (****4301),51291786,R4015,Equipment Repair & Maintenance,990.61,19/10/2017,People Group,,,,,,
209875,Neos Networks Ltd,51274017,R4511,Private Circuit Lines,6770.75,06/10/2017,Resources,,,,,,
209875,Neos Networks Ltd,51274023,R4511,Private Circuit Lines,4737.50,06/10/2017,Resources,,,,,,
213502,Netcall Telecom Ltd,51283456,R4506,IT Support & Maintenance,9292.00,19/10/2017,Resources,,,,,,
213502,Netcall Telecom Ltd,51283442,R4506,IT Support & Maintenance,10159.00,19/10/2017,Resources,,,,,,
221924,Nethanvale Nursing Home,51299007,R5806,Residential Care,2235.08,19/10/2017,People Group,,,,,,
204403,Nettle Hill Training & Conference Centre,51291121,R1601,Training,1000.00,26/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51289403,R5851,Supported Living,1140.48,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51289346,R5851,Supported Living,1351.68,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51285098,R5851,Supported Living,2484.28,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51285206,R5851,Supported Living,1587.48,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51285226,R5851,Supported Living,680.35,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51289329,R5851,Supported Living,506.88,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51289282,R5851,Supported Living,1154.56,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51289202,R5851,Supported Living,1689.60,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51289198,R5803,Daycare External,867.00,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51286301,R5803,Daycare External,606.90,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51286300,R5803,Daycare External,650.25,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51286297,R5803,Daycare External,563.55,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51286296,R5803,Daycare External,823.65,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51286292,R5803,Daycare External,520.20,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51286291,R5803,Daycare External,606.92,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51286290,R5803,Daycare External,520.20,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51285231,R5851,Supported Living,3013.12,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51285230,R5851,Supported Living,3745.28,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51285227,R5851,Supported Living,1295.36,02/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51285224,R5851,Supported Living,840.44,05/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51284150,R5803,Daycare External,730.66,06/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51284161,R5803,Daycare External,780.30,06/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292595,R5803,Daycare External,563.55,10/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51290618,R5803,Daycare External,736.95,12/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51289379,R5851,Supported Living,1295.36,12/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51289347,R5803,Daycare External,867.00,12/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51289238,R5851,Supported Living,680.35,12/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51288374,R5851,Supported Living,3013.12,12/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51288373,R5851,Supported Living,1464.32,12/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51288370,R5851,Supported Living,516.45,12/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51288358,R5851,Supported Living,1745.92,12/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51288352,R5803,Daycare External,867.00,12/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51290612,R5851,Supported Living,1703.68,13/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51290666,R5803,Daycare External,736.95,13/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51290668,R5803,Daycare External,520.20,13/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51290669,R5803,Daycare External,823.65,13/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292791,R5851,Supported Living,729.60,18/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292604,R5851,Supported Living,729.60,18/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51299008,R5806,Residential Care,52013.47,19/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51299008,R5806,Residential Care,776.04,19/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51299008,R5806,Residential Care,537.00,19/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51299974,R5851,Supported Living,3076.48,20/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51294448,R5851,Supported Living,2337.28,23/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51295394,R5803,Daycare External,520.20,24/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292312,R5803,Daycare External,867.00,24/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292340,R5851,Supported Living,688.45,24/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292684,R5851,Supported Living,1587.48,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292683,R5851,Supported Living,851.20,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292646,R5851,Supported Living,1276.80,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292642,R5851,Supported Living,3745.28,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292356,R5851,Supported Living,836.00,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292355,R5851,Supported Living,693.60,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292354,R5851,Supported Living,1702.40,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292353,R5851,Supported Living,729.60,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292352,R5851,Supported Living,1175.20,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292346,R5851,Supported Living,3548.16,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292337,R5851,Supported Living,1680.84,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292332,R5851,Supported Living,2492.16,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292322,R5803,Daycare External,867.00,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292320,R5851,Supported Living,4364.80,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292303,R5851,Supported Living,3511.20,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292302,R5803,Daycare External,693.60,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292301,R5851,Supported Living,2252.80,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292299,R5851,Supported Living,1239.04,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292240,R5851,Supported Living,3085.60,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292202,R5851,Supported Living,3083.52,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292159,R5851,Supported Living,1703.68,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292126,R5851,Supported Living,1216.00,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51292116,R5803,Daycare External,693.60,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51295626,R5851,Supported Living,1745.92,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51295620,R5803,Daycare External,867.00,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51295614,R5803,Daycare External,867.00,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51295610,R5851,Supported Living,1140.48,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51288846,R5807,Social Care Block Contracts,1589.87,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51295422,R5803,Daycare External,867.00,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51295419,R5851,Supported Living,1154.56,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51295413,R5803,Daycare External,520.20,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51295411,R5851,Supported Living,2158.75,27/10/2017,People Group,,,,,,
100049,New Directions -Rugby- Ltd,51295409,R5851,Supported Living,680.35,27/10/2017,People Group,,,,,,
