,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,
INSERTED DETAIL,204902,Portakabin Ltd,51050119,C1030,"New Construction, Conversion & Renovation",1795.98,28/07/2016,Capital,
INSERTED DETAIL,204902,Portakabin Ltd,51051578,C1030,"New Construction, Conversion & Renovation",5013.69,28/07/2016,Capital,
INSERTED DETAIL,204902,Portakabin Ltd,51051581,C1030,"New Construction, Conversion & Renovation",5682.19,28/07/2016,Capital,
INSERTED DETAIL,204902,Portakabin Ltd,51050116,C1030,"New Construction, Conversion & Renovation",3640.01,28/07/2016,Capital,
INSERTED DETAIL,201152,Portrest Ltd t/a Catteralls Coaches,51040797,R4915,Educational Visits Expenditure,740.00,15/07/2016,Schools,
INSERTED DETAIL,201152,Portrest Ltd t/a Catteralls Coaches,51043632,R4915,Educational Visits Expenditure,700.00,21/07/2016,Schools,
INSERTED DETAIL,208042,Positive About Young People,51059584,R5702,Payments to External Contractors,1843.00,29/07/2016,Communities,
INSERTED DETAIL,208042,Positive About Young People,51048525,R5604,Commissioned Works,2268.00,29/07/2016,Communities,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053685,R5805,Homecare - External Domiciliary (Adults),1303.68,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053702,R5805,Homecare - External Domiciliary (Adults),830.32,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053706,R5805,Homecare - External Domiciliary (Adults),1738.24,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053705,R5805,Homecare - External Domiciliary (Adults),1738.24,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053704,R5805,Homecare - External Domiciliary (Adults),1738.24,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053707,R5805,Homecare - External Domiciliary (Adults),1738.24,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053708,R5805,Homecare - External Domiciliary (Adults),1738.24,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053709,R5805,Homecare - External Domiciliary (Adults),1738.24,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51052065,R5805,Homecare - External Domiciliary (Adults),2646.16,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053678,R5805,Homecare - External Domiciliary (Adults),1303.68,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053679,R5805,Homecare - External Domiciliary (Adults),543.20,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053703,R5805,Homecare - External Domiciliary (Adults),1722.72,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053687,R5805,Homecare - External Domiciliary (Adults),1846.88,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053689,R5805,Homecare - External Domiciliary (Adults),597.52,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053690,R5805,Homecare - External Domiciliary (Adults),869.12,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053694,R5805,Homecare - External Domiciliary (Adults),1101.92,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053695,R5805,Homecare - External Domiciliary (Adults),1738.24,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053696,R5805,Homecare - External Domiciliary (Adults),1738.24,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053697,R5805,Homecare - External Domiciliary (Adults),1738.24,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053698,R5805,Homecare - External Domiciliary (Adults),2684.96,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053699,R5805,Homecare - External Domiciliary (Adults),1308.16,13/07/2016,People Group,
INSERTED DETAIL,226806,Practical Care Solutions Ltd,51053701,R5805,Homecare - External Domiciliary (Adults),1303.68,13/07/2016,People Group,
INSERTED DETAIL,221766,Premier Active Coaching Ltd,51048056,R4442,Professional Fees Curriculum,1575.00,01/07/2016,Schools,
INSERTED DETAIL,221766,Premier Active Coaching Ltd,51041431,R4433,Sport Instruction,781.00,04/07/2016,Schools,
INSERTED DETAIL,221766,Premier Active Coaching Ltd,51041516,R4433,Sport Instruction,735.00,07/07/2016,Schools,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51033171,R1601,Training - External,620.00,01/07/2016,Resources,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51030913,R1601,Training - External,650.00,05/07/2016,Resources,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51023762,R1601,Training - External,887.00,05/07/2016,Resources,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51026300,R1601,Training - External,887.00,05/07/2016,Resources,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51030915,R1601,Training - External,840.00,08/07/2016,People Group,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51038041,R1601,Training - External,2585.00,08/07/2016,People Group,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51038034,R1601,Training - External,605.00,08/07/2016,People Group,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51038022,R1601,Training - External,1815.00,08/07/2016,People Group,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51038013,R1601,Training - External,3410.00,08/07/2016,People Group,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51040927,R1601,Training - External,990.00,15/07/2016,People Group,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51040944,R1601,Training - External,583.00,15/07/2016,Resources,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51040912,R1601,Training - External,720.00,15/07/2016,People Group,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51040911,R1601,Training - External,715.00,15/07/2016,People Group,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51039393,R1601,Training - External,-1590.00,15/07/2016,Resources,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51041447,R1601,Training - External,960.00,20/07/2016,People Group,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51041453,R1601,Training - External,500.00,20/07/2016,Resources,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51039392,R1601,Training - External,-660.00,20/07/2016,People Group,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51045103,R1601,Training - External,1650.00,22/07/2016,Resources,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51044152,R1601,Training - External,1452.00,22/07/2016,People Group,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51048085,R1601,Training - External,500.00,29/07/2016,Resources,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51048086,R1601,Training - External,800.00,29/07/2016,Resources,
INSERTED DETAIL,223025,Premier People Solutions Ltd,51048081,R1601,Training - External,825.00,29/07/2016,Resources,
INSERTED DETAIL,100320,Prime Life Ltd,51052369,R5806,Residential Care (Adults),2289.84,11/07/2016,People Group,
INSERTED DETAIL,100320,Prime Life Ltd,51052434,R5806,Residential Care (Adults),1141.28,11/07/2016,People Group,
INSERTED DETAIL,100320,Prime Life Ltd,51052435,R5806,Residential Care (Adults),2310.56,11/07/2016,People Group,
INSERTED DETAIL,100320,Prime Life Ltd,51052436,R5806,Residential Care (Adults),1971.76,11/07/2016,People Group,
INSERTED DETAIL,100320,Prime Life Ltd,51052437,R5806,Residential Care (Adults),4271.40,11/07/2016,People Group,
INSERTED DETAIL,100320,Prime Life Ltd,51052438,R5806,Residential Care (Adults),1933.96,11/07/2016,People Group,
INSERTED DETAIL,100207,Prime Life Ltd,51052232,R5806,Residential Care (Adults),8385.00,11/07/2016,People Group,
INSERTED DETAIL,100207,Prime Life Ltd,51052232,R5806,Residential Care (Adults),3902.32,11/07/2016,People Group,
INSERTED DETAIL,100207,Prime Life Ltd,51052232,R5806,Residential Care (Adults),25067.34,11/07/2016,People Group,
INSERTED DETAIL,100207,Prime Life Ltd,51052232,R5806,Residential Care (Adults),7861.88,11/07/2016,People Group,
INSERTED DETAIL,100207,Prime Life Ltd,51052232,R5806,Residential Care (Adults),2001.16,11/07/2016,People Group,
INSERTED DETAIL,100320,Prime Life Ltd,51052254,R5806,Residential Care (Adults),1933.96,11/07/2016,People Group,
INSERTED DETAIL,100320,Prime Life Ltd,51052281,R5806,Residential Care (Adults),6057.52,11/07/2016,People Group,
INSERTED DETAIL,229020,Prime Life Ltd - Seacroft Court Nursing Home,51052451,R5806,Residential Care (Adults),1800.00,11/07/2016,People Group,
INSERTED DETAIL,229028,Prime Life Ltd c/o Barons Park Nursing Home Ltd,51052278,R5806,Residential Care (Adults),1550.28,11/07/2016,People Group,
INSERTED DETAIL,230147,Prime Resolution Ltd,51051577,R5702,Payments to External Contractors,770.00,12/07/2016,Communities,
INSERTED DETAIL,230147,Prime Resolution Ltd,51051582,R5702,Payments to External Contractors,770.00,22/07/2016,Communities,
INSERTED DETAIL,228808,Primley Court Nursing Home,51052439,R5806,Residential Care (Adults),6552.00,11/07/2016,People Group,
INSERTED DETAIL,226211,Prince of Wales Nursing Home,51052440,R5806,Residential Care (Adults),2300.84,11/07/2016,People Group,
INSERTED DETAIL,226250,Priors House - Care UK,51052441,R5806,Residential Care (Adults),5896.92,11/07/2016,People Group,
INSERTED DETAIL,226250,Priors House - Care UK,51052441,R5806,Residential Care (Adults),1884.00,11/07/2016,People Group,
INSERTED DETAIL,226250,Priors House - Care UK,51052441,R5806,Residential Care (Adults),1965.64,11/07/2016,People Group,
INSERTED DETAIL,226250,Priors House - Care UK,51052441,R5806,Residential Care (Adults),1693.76,11/07/2016,People Group,
INSERTED DETAIL,226250,Priors House - Care UK,51052441,R5806,Residential Care (Adults),2016.00,11/07/2016,People Group,
INSERTED DETAIL,226250,Priors House - Care UK,51052441,R5806,Residential Care (Adults),11803.40,11/07/2016,People Group,
INSERTED DETAIL,100318,Priory Healthcare Ltd - Craegmoor Part Of Priory Group (Alphonsus House),51052263,R5806,Residential Care (Adults),6057.96,11/07/2016,People Group,
INSERTED DETAIL,217816,Priory Healthcare Ltd (Coundon Manor),51052310,R5806,Residential Care (Adults),1515.60,11/07/2016,People Group,
INSERTED DETAIL,230420,Priory Hospital School,51035743,R5604,Commissioned Works,2187.50,08/07/2016,Communities,
INSERTED DETAIL,230420,Priory Hospital School,51035756,R5604,Commissioned Works,1400.00,08/07/2016,Communities,
INSERTED DETAIL,213146,Priory Medical Centre,51059208,R5702,Payments to External Contractors,1000.36,29/07/2016,Communities,
INSERTED DETAIL,213146,Priory Medical Centre,51059042,R5702,Payments to External Contractors,1136.59,29/07/2016,Communities,
INSERTED DETAIL,221375,Proactive Personnel Ltd,51039526,R1101,Agency Staff Pay,518.00,01/07/2016,Communities,
INSERTED DETAIL,221375,Proactive Personnel Ltd,51039628,R1101,Agency Staff Pay,500.50,08/07/2016,Communities,
INSERTED DETAIL,221375,Proactive Personnel Ltd,51039778,R1101,Agency Staff Pay,1401.87,13/07/2016,Communities,
INSERTED DETAIL,221375,Proactive Personnel Ltd,51058432,R1101,Agency Staff Pay,1389.54,29/07/2016,Communities,
INSERTED DETAIL,213782,Professional Conference Limited,51058588,R1601,Training - External,595.00,25/07/2016,Resources,
INSERTED DETAIL,230639,Profile Security Services Ltd,51036637,R2010,Security Services,500.00,07/07/2016,Resources,
INSERTED DETAIL,204950,Progress Childrens Services Ltd,51039906,R5806,Residential Care (Adults),10714.20,07/07/2016,People Group,
INSERTED DETAIL,204950,Progress Childrens Services Ltd,51037023,R5822,Foster Care Payments - External,3450.00,08/07/2016,People Group,
INSERTED DETAIL,222807,Project Skills Solutions Ltd,51034597,R5702,Payments to External Contractors,1170.00,01/07/2016,Communities,
INSERTED DETAIL,231289,Proportion London Ltd,51041468,R4612,Projects,900.00,20/07/2016,Communities,
INSERTED DETAIL,204967,Puddleducks and Posh Ltd,51041802,R6106,Private Providers - Early Years Funding,2220.07,04/07/2016,Communities,
INSERTED DETAIL,230286,Pyments (Alcester) Ltd,51049203,C1060,Grants & Contributions To Outside Organisations,6620.00,12/07/2016,Capital,
INSERTED DETAIL,211707,QA Ltd,51033249,R1601,Training - External,1619.15,13/07/2016,Resources,
INSERTED DETAIL,204978,Quality Fostering Ltd,51038315,R5822,Foster Care Payments - External,2627.14,13/07/2016,People Group,
INSERTED DETAIL,230295,Quality Protects Children Ltd,51034154,R5848,Residential Care (Children),14392.86,06/07/2016,People Group,
INSERTED DETAIL,204983,Quanta Training Ltd,51045313,R1601,Training - External,4650.00,07/07/2016,Resources,
INSERTED DETAIL,216779,Quartix Ltd,51046473,R3001,Direct Vehicle Running Costs,1254.00,28/07/2016,Communities,
INSERTED DETAIL,220013,Quasar,51045115,R4512,Software,4199.85,06/07/2016,Resources,
INSERTED DETAIL,223681,Queens Church of England Academy,51056616,R6107,SEN Statements Funding - Non-Maintained Schools,2118.00,20/07/2016,Communities,
INSERTED DETAIL,204991,Quinton Cygnets,51041843,R6106,Private Providers - Early Years Funding,3378.37,04/07/2016,Communities,
INSERTED DETAIL,100053,Quinton House Nursing Home,51052442,R5806,Residential Care (Adults),6290.32,11/07/2016,People Group,
INSERTED DETAIL,100053,Quinton House Nursing Home,51052442,R5806,Residential Care (Adults),4342.68,11/07/2016,People Group,
INSERTED DETAIL,211714,Quiss Technology Plc,51043379,R4506,IT Support & Maintenance,750.00,15/07/2016,Fire and Rescue,
INSERTED DETAIL,211714,Quiss Technology Plc,51043549,R4409,Consultancy,2100.00,21/07/2016,Fire and Rescue,
INSERTED DETAIL,211714,Quiss Technology Plc,51043553,R4409,Consultancy,4900.00,21/07/2016,Fire and Rescue,
INSERTED DETAIL,211714,Quiss Technology Plc,51049362,R4511,Private Circuit Lines,3173.94,29/07/2016,Fire and Rescue,
INSERTED DETAIL,208357,R D Jukes & Co Ltd,51052697,R4503,Hardware,840.40,20/07/2016,Resources,
INSERTED DETAIL,208357,R D Jukes & Co Ltd,51058081,R4503,Hardware,1186.06,29/07/2016,Resources,
INSERTED DETAIL,205020,R J Hartwell,51045079,R2022,Building (LB),10346.20,01/07/2016,Resources,
INSERTED DETAIL,205020,R J Hartwell,51050104,C1030,"New Construction, Conversion & Renovation",18694.81,11/07/2016,Capital,
INSERTED DETAIL,205020,R J Hartwell,51057365,C1030,"New Construction, Conversion & Renovation",37946.88,14/07/2016,Capital,
INSERTED DETAIL,223684,R3 Safety & Rescue Ltd (****6490),51035854,R1601,Training - External,1916.72,08/07/2016,Fire and Rescue,
INSERTED DETAIL,217962,Race Leys Junior School Academy,51056637,R6107,SEN Statements Funding - Non-Maintained Schools,920.00,20/07/2016,Communities,
INSERTED DETAIL,223213,Racemeadow Primary Academy,51056613,R6107,SEN Statements Funding - Non-Maintained Schools,2506.00,20/07/2016,Communities,
INSERTED DETAIL,205056,Rackspace lTD,51034934,R4503,Hardware,765.83,06/07/2016,Resources,
INSERTED DETAIL,205065,Rainbow Care Solutions,51039701,R5805,Homecare - External Domiciliary (Adults),1273.76,14/07/2016,People Group,
INSERTED DETAIL,211542,RC Systems,51047289,R4702,Subscriptions To Organisations,1300.00,28/07/2016,Communities,
INSERTED DETAIL,219990,Real Group UK Ltd,51044916,R1601,Training - External,1200.00,22/07/2016,Communities,
INSERTED DETAIL,100428,Rebecca Homes Ltd T/As The Mount,51050109,R5806,Residential Care (Adults),1514.38,08/07/2016,People Group,
INSERTED DETAIL,100428,Rebecca Homes Ltd T/As The Mount,51052443,R5806,Residential Care (Adults),4467.40,11/07/2016,People Group,
INSERTED DETAIL,100428,Rebecca Homes Ltd T/As The Mount,51061550,R5806,Residential Care (Adults),1514.38,28/07/2016,People Group,
INSERTED DETAIL,209100,Recognising Excellence Ltd,51046669,R4454,Legal Costs,1500.00,21/07/2016,Resources,
INSERTED DETAIL,230934,Reconomy Ltd,51039038,R5702,Payments to External Contractors,3512.74,01/07/2016,Communities,
INSERTED DETAIL,209984,Red Roofs Surgery,51059128,R5702,Payments to External Contractors,1748.60,29/07/2016,Communities,
INSERTED DETAIL,209984,Red Roofs Surgery,51059224,R5702,Payments to External Contractors,666.80,29/07/2016,Communities,
INSERTED DETAIL,Redacted,Redacted,51041178,R4443,Professional Fees Admin,2100.00,15/07/2016,Resources,
INSERTED DETAIL,Redacted,Redacted,51042061,R4402,Artists Fees,500.00,20/07/2016,Resources,
INSERTED DETAIL,Redacted,Redacted,51033842,R4451,Driving Instruction Courses,570.00,01/07/2016,Communities,
INSERTED DETAIL,Redacted,Redacted,51040943,R4451,Driving Instruction Courses,570.00,15/07/2016,Communities,
INSERTED DETAIL,Redacted,Redacted,51051439,R4451,Driving Instruction Courses,570.00,29/07/2016,Communities,
INSERTED DETAIL,Redacted,Redacted,51040316,R4443,Professional Fees Admin,65000.00,14/07/2016,Resources,
INSERTED DETAIL,Redacted,Redacted,51031815,R4402,Artists Fees,1500.00,01/07/2016,Resources,
INSERTED DETAIL,Redacted,Redacted,51052275,R5806,Residential Care (Adults),1490.16,11/07/2016,People Group,
INSERTED DETAIL,Redacted,Redacted,51047785,R4409,Consultancy,696.00,29/07/2016,Communities,
INSERTED DETAIL,Redacted,Redacted,51054774,R4451,Driving Instruction Courses,950.00,29/07/2016,Communities,
INSERTED DETAIL,Redacted,Redacted,51047614,R4451,Driving Instruction Courses,1515.00,27/07/2016,Communities,
INSERTED DETAIL,Redacted,Redacted,51040905,R4443,Professional Fees Admin,1750.00,01/07/2016,Schools,
INSERTED DETAIL,Redacted,Redacted,51038359,R5820,Agency Services - Joint Arrangements Private Contractors,1943.20,13/07/2016,Communities,
INSERTED DETAIL,Redacted,Redacted,51038355,R5820,Agency Services - Joint Arrangements Private Contractors,1943.20,13/07/2016,Communities,
INSERTED DETAIL,Redacted,Redacted,51054728,R5702,Payments to External Contractors,900.00,15/07/2016,Communities,
INSERTED DETAIL,Redacted,Redacted,51051646,R5604,Commissioned Works,4625.00,29/07/2016,Communities,
INSERTED DETAIL,Redacted,Redacted,51048030,R4433,Sport Instruction,630.00,29/07/2016,People Group,
INSERTED DETAIL,Redacted,Redacted,51040538,R4613,Court & Police Expenses,1770.40,06/07/2016,Other Services,
INSERTED DETAIL,Redacted,Redacted,51057647,R5814,Augmentation - Social care Clients,525.36,22/07/2016,People Group,
INSERTED DETAIL,Redacted,Redacted,51040942,R4451,Driving Instruction Courses,875.00,08/07/2016,Communities,
