,Supplier id,Supplier Name,Transno,Account,Description,Amount,Pay Date,Group,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50821747,R1101,Agency Staff Pay,765.00,05/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50821746,R1101,Agency Staff Pay,629.00,05/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50821745,R1101,Agency Staff Pay,1602.50,05/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50821744,R1101,Agency Staff Pay,2232.00,05/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50821743,R1101,Agency Staff Pay,2243.50,05/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50821742,R1101,Agency Staff Pay,1260.00,05/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50824118,R4409,Consultancy,750.00,12/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50824117,R1101,Agency Staff Pay,2307.00,12/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50824116,R1101,Agency Staff Pay,1488.00,12/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50824115,R1101,Agency Staff Pay,1282.00,12/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50824041,R1101,Agency Staff Pay,1460.00,12/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50823971,R1101,Agency Staff Pay,1440.00,12/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50824039,R1101,Agency Staff Pay,1700.00,12/06/2015,People Group,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50824038,R1101,Agency Staff Pay,510.00,12/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50824037,R1101,Agency Staff Pay,1282.00,12/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50823972,R1101,Agency Staff Pay,510.00,12/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50824040,R1101,Agency Staff Pay,500.00,12/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50827762,R1101,Agency Staff Pay,625.00,19/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50827763,R1101,Agency Staff Pay,1825.00,19/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50827761,R1101,Agency Staff Pay,2125.00,19/06/2015,People Group,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50827760,R4409,Consultancy,750.00,19/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50827759,R1101,Agency Staff Pay,2883.75,19/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50827758,R1101,Agency Staff Pay,629.00,19/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50827757,R1101,Agency Staff Pay,629.00,19/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50827755,R1101,Agency Staff Pay,1860.00,19/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50827754,R1101,Agency Staff Pay,1442.25,19/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50827753,R1101,Agency Staff Pay,1800.00,19/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50830116,R1101,Agency Staff Pay,1442.25,26/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50830115,R1101,Agency Staff Pay,1800.00,26/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50830117,R1101,Agency Staff Pay,1860.00,26/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50830118,R1101,Agency Staff Pay,629.00,26/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50830119,R1101,Agency Staff Pay,629.00,26/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50830127,R1101,Agency Staff Pay,1825.00,26/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50830122,R4409,Consultancy,750.00,26/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50830123,R1101,Agency Staff Pay,2125.00,26/06/2015,People Group,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50830124,R1101,Agency Staff Pay,4698.00,26/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50830125,R1101,Agency Staff Pay,625.00,26/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50830126,R1101,Agency Staff Pay,5497.00,26/06/2015,Resources,
INSERTED DETAIL,216542,Morson Human Resources Ltd T/A Morson International,50830120,R1101,Agency Staff Pay,2883.75,26/06/2015,Resources,
INSERTED DETAIL,204300,Munchkin Melodies,50836360,R4304,Educational Initiatives,549.80,10/06/2015,Communities,
INSERTED DETAIL,208691,Municipal Mutual Insurance Ltd,50831909,R4930,MMI Scheme of Arrangement,896.28,03/06/2015,Other Services,
INSERTED DETAIL,208691,Municipal Mutual Insurance Ltd,50846305,R4930,MMI Scheme of Arrangement,506.25,30/06/2015,Other Services,
INSERTED DETAIL,204303,Murley Agricultural Supplies Ltd,50834617,R3004,Repair & Maintenance Of Vehicles,572.89,05/06/2015,Communities,
INSERTED DETAIL,223011,My Word,50836454,R4409,Consultancy,605.44,30/06/2015,Resources,
INSERTED DETAIL,207813,Myton School Trust (Academy),50838487,R6107,SEN Statements Funding - Non-Maintained Schools,13045.00,15/06/2015,People Group,
INSERTED DETAIL,207813,Myton School Trust (Academy),50840283,R5604,Commissioned Works,600.00,16/06/2015,People Group,
INSERTED DETAIL,100454,NAS Services Ltd (National Autistic Society),50831416,R5805,Homecare - External Domiciliary (Adults),3673.60,01/06/2015,People Group,
INSERTED DETAIL,100454,NAS Services Ltd (National Autistic Society),50831491,R5805,Homecare - External Domiciliary (Adults),1836.80,01/06/2015,People Group,
INSERTED DETAIL,100454,NAS Services Ltd (National Autistic Society),50831422,R5805,Homecare - External Domiciliary (Adults),557.28,01/06/2015,People Group,
INSERTED DETAIL,100454,NAS Services Ltd (National Autistic Society),50831492,R5805,Homecare - External Domiciliary (Adults),2250.17,03/06/2015,People Group,
INSERTED DETAIL,100454,NAS Services Ltd (National Autistic Society),50839844,R5806,Residential Care (Adults),7231.44,15/06/2015,People Group,
INSERTED DETAIL,100454,NAS Services Ltd (National Autistic Society),50843155,R5702,Payments to External Contractors,15623.91,22/06/2015,People Group,
INSERTED DETAIL,100454,NAS Services Ltd (National Autistic Society),50843154,R5702,Payments to External Contractors,15623.91,22/06/2015,People Group,
INSERTED DETAIL,100454,NAS Services Ltd (National Autistic Society),50843152,R5702,Payments to External Contractors,15623.91,22/06/2015,People Group,
INSERTED DETAIL,100454,NAS Services Ltd (National Autistic Society),50843153,R5702,Payments to External Contractors,15623.91,22/06/2015,People Group,
INSERTED DETAIL,100454,NAS Services Ltd (National Autistic Society),50843151,R5702,Payments to External Contractors,15623.91,22/06/2015,People Group,
INSERTED DETAIL,100061,National Society For Epilepsy,50839845,R5806,Residential Care (Adults),9435.00,15/06/2015,People Group,
INSERTED DETAIL,211645,National Star Foundation,50839846,R5806,Residential Care (Adults),4919.00,15/06/2015,People Group,
INSERTED DETAIL,217470,Natives Online Ltd t/a Net Natives,50833903,R5802,Substitute Care,6680.00,08/06/2015,People Group,
INSERTED DETAIL,204373,Nature Trails Ltd (Day Nursery),50842051,R6106,Private Providers - Early Years Funding,15756.18,22/06/2015,People Group,
INSERTED DETAIL,228356,NCompass Training Ltd,50831806,R1101,Agency Staff Pay,3675.00,30/06/2015,Resources,
INSERTED DETAIL,204381,Ndors Ltd,50831639,R4403,Business Support Activities,55580.00,02/06/2015,Communities,
INSERTED DETAIL,204381,Ndors Ltd,50840487,R4403,Business Support Activities,53580.00,19/06/2015,Communities,
INSERTED DETAIL,204399,Neopost Credifon (****8749),50838120,R4309,Postage & Carriage,6000.00,15/06/2015,Communities,
INSERTED DETAIL,204399,Neopost Credifon (****8749),50844626,R4022,Franking Machine - Maintenance,2000.00,24/06/2015,Resources,
INSERTED DETAIL,204398,Neopost Finance Ltd (****0489),50843545,R4018,Equipment Repair & Maintenance,568.96,19/06/2015,Resources,
INSERTED DETAIL,204398,Neopost Finance Ltd (****0489),50843545,R4022,Franking Machine - Maintenance,510.29,19/06/2015,Resources,
INSERTED DETAIL,204398,Neopost Finance Ltd (****0489),50843586,R4023,Franking Machine Rental/Purchase,586.19,19/06/2015,People Group,
INSERTED DETAIL,204397,Neopost Ltd (****4301),50835813,R4309,Postage & Carriage,2000.00,11/06/2015,Communities,
INSERTED DETAIL,209875,Neos Networks Ltd,50773043,R4511,Private Circuit Lines,6770.75,03/06/2015,Resources,
INSERTED DETAIL,209875,Neos Networks Ltd,50686789,R4511,Private Circuit Lines,-8050.00,03/06/2015,Resources,
INSERTED DETAIL,209875,Neos Networks Ltd,50686788,R4511,Private Circuit Lines,-8050.00,03/06/2015,Resources,
INSERTED DETAIL,209875,Neos Networks Ltd,50833932,R4511,Private Circuit Lines,24388.50,03/06/2015,Resources,
INSERTED DETAIL,209875,Neos Networks Ltd,50838095,R4511,Private Circuit Lines,825.75,11/06/2015,Resources,
INSERTED DETAIL,209875,Neos Networks Ltd,50838020,R4511,Private Circuit Lines,825.75,12/06/2015,Resources,
INSERTED DETAIL,209875,Neos Networks Ltd,50836350,R4511,Private Circuit Lines,6770.75,12/06/2015,Resources,
INSERTED DETAIL,209875,Neos Networks Ltd,50837629,R4511,Private Circuit Lines,825.75,12/06/2015,Resources,
INSERTED DETAIL,200280,Nestor Primecare Services Ltd t/a Allied Healthcare(****1543),50833879,R5805,Homecare - External Domiciliary (Adults),734.82,03/06/2015,People Group,
INSERTED DETAIL,221924,Nethanvale Nursing Home,50839847,R5806,Residential Care (Adults),1757.96,15/06/2015,People Group,
INSERTED DETAIL,100439,Netherhall Nursing Home,50839848,R5806,Residential Care (Adults),1630.00,15/06/2015,People Group,
INSERTED DETAIL,204403,Nettle Hill Training & Conference Centre,50837953,R2204,Room Hire - External,4050.00,12/06/2015,Communities,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50837409,R5810,Adult Day Care,660.00,11/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50837408,R5810,Adult Day Care,682.50,11/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50838575,R5810,Adult Day Care,616.00,12/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50838590,R5810,Adult Day Care,660.00,12/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50838591,R5810,Adult Day Care,671.00,12/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50839849,R5806,Residential Care (Adults),3125.00,15/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50839849,R5806,Residential Care (Adults),52136.96,15/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841158,R5851,Supported Living,2188.36,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841159,R5810,Adult Day Care,560.00,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841161,R5851,Supported Living,1430.85,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841162,R5810,Adult Day Care,500.00,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841163,R5851,Supported Living,2080.00,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841205,R5851,Supported Living,3234.00,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841206,R5810,Adult Day Care,560.00,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841209,R5851,Supported Living,1482.00,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841211,R5851,Supported Living,1053.00,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841213,R5810,Adult Day Care,560.00,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841214,R5851,Supported Living,1222.00,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841216,R5810,Adult Day Care,560.00,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841217,R5851,Supported Living,2422.32,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841218,R5851,Supported Living,4073.32,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841232,R5851,Supported Living,2184.00,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841156,R5810,Adult Day Care,560.00,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841155,R5810,Adult Day Care,560.00,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50841154,R5810,Adult Day Care,560.00,17/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50822111,R5805,Homecare - External Domiciliary (Adults),2381.56,18/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50822159,R5805,Homecare - External Domiciliary (Adults),2381.56,18/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50827856,R5805,Homecare - External Domiciliary (Adults),2381.56,18/06/2015,People Group,
INSERTED DETAIL,100049,New Directions -Rugby- Ltd,50842779,R5851,Supported Living,2002.00,22/06/2015,People Group,
INSERTED DETAIL,228766,Newman University,50830182,R4605,Exam / Tuition Fees (non-staff),1000.00,03/06/2015,People Group,
INSERTED DETAIL,204421,Newpath Ventures Ltd,50844524,R5810,Adult Day Care,720.00,24/06/2015,People Group,
INSERTED DETAIL,213125,Next Generation Healthcare Ltd,50833859,R5805,Homecare - External Domiciliary (Adults),1456.00,12/06/2015,People Group,
INSERTED DETAIL,224101,NHS Coventry & Rugby CCG,50829328,R4612,Projects,20000.00,19/06/2015,Communities,
INSERTED DETAIL,225091,NHS Doncaster CCG,50839851,R5806,Residential Care (Adults),6468.20,15/06/2015,People Group,
INSERTED DETAIL,224482,NHS England,50837635,R5702,Payments to External Contractors,71258.90,12/06/2015,Communities,
INSERTED DETAIL,220881,NHS Warwickshire North CCG,50839852,R5806,Residential Care (Adults),2206.52,15/06/2015,People Group,
INSERTED DETAIL,204435,Nic Nac Pre-School Playgroup,50842052,R6106,Private Providers - Early Years Funding,13634.48,22/06/2015,People Group,
INSERTED DETAIL,222608,Nicholas Chamberlaine Technology College - Academy,50838511,R6107,SEN Statements Funding - Non-Maintained Schools,1882.00,15/06/2015,People Group,
INSERTED DETAIL,208521,Nicholls Colton Group Ltd,50845807,C1030,"New Construction, Conversion & Renovation",2075.00,30/06/2015,Capital,
INSERTED DETAIL,204466,Noahs Ark Christian Playgroup,50842053,R6106,Private Providers - Early Years Funding,10651.00,22/06/2015,People Group,
INSERTED DETAIL,100462,Noble Care,50839853,R5806,Residential Care (Adults),3938.84,15/06/2015,People Group,
INSERTED DETAIL,100462,Noble Care,50839853,R5806,Residential Care (Adults),7108.40,15/06/2015,People Group,
INSERTED DETAIL,100127,Noble Care Ltd,50839760,R5806,Residential Care (Adults),4357.96,15/06/2015,People Group,
INSERTED DETAIL,100127,Noble Care Ltd,50839646,R5806,Residential Care (Adults),5790.16,15/06/2015,People Group,
INSERTED DETAIL,100127,Noble Care Ltd,50839646,R5806,Residential Care (Adults),5521.96,15/06/2015,People Group,
INSERTED DETAIL,204478,North Warwickshire & Hinckley College,50842055,R6106,Private Providers - Early Years Funding,9425.31,22/06/2015,People Group,
INSERTED DETAIL,204478,North Warwickshire & Hinckley College,50841082,R5604,Commissioned Works,10857.60,26/06/2015,People Group,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),50833121,R2706,Refuse Collection / Waste Disposal,1387.00,03/06/2015,Resources,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),50835998,R5807,SLA Social Care Provision,903.60,09/06/2015,People Group,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),50834217,R5208,Recycling Credits - Contract Payments,16550.92,09/06/2015,Communities,
INSERTED DETAIL,204482,North Warwickshire Borough Council GENERAL PAYMENTS  (****0820),50824927,R2706,Refuse Collection / Waste Disposal,543.00,09/06/2015,Schools,
INSERTED DETAIL,204491,Northamptonshire County Council (****8028),50839854,R5806,Residential Care (Adults),1838.72,15/06/2015,People Group,
INSERTED DETAIL,204491,Northamptonshire County Council (****8028),50831270,R3204,Home To School / College Transport,600.00,29/06/2015,People Group,
INSERTED DETAIL,204497,Northgate Public Services (UK) Ltd,50838085,R3006,Vehicle Licences,3063.70,15/06/2015,Resources,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50833155,C1030,"New Construction, Conversion & Renovation",6456.91,03/06/2015,Capital,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50834465,R2022,Building (LB),814.65,04/06/2015,Resources,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50834561,C1030,"New Construction, Conversion & Renovation",30750.00,05/06/2015,Capital,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50826755,C1030,"New Construction, Conversion & Renovation",2680.29,05/06/2015,Capital,
INSERTED DETAIL,208875,Novus Property Solutions Ltd,50826772,C1030,"New Construction, Conversion & Renovation",4395.50,05/06/2015,Capital,
