organisation_name,org_uri_code,effective_date,unique_property_reference_number,unique_asset_id,name_of_building_land_or_both,street_number,street_name,postal_town,uk_postcode,coordinate_reference_system,easting,northing,geopoint_licensing_uri,tenure_type,tenure_detail,other_tenure,holding_type,size_of_building,size_of_land,effective_service_delivery_government_services_function_label,effective_service_delivery_government_services_function_code,purpose,localism_act,total_building_operation_costs,required_maintenance_costs,suitability_rating,energy_performance_dec_rating,title_number,inspire_url
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071400144","4229","Stratford-Upon-Avon Primary School (Academy)","","Broad Street","Stratford-Upon-Avon","CV37 6HN","OSGB36",419790,254630,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",1237.82,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",181838.55,"Not Currently Available","E","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071400094","4230","St Gregory's Catholic Primary School","","Avenue Road","Stratford-Upon-Avon","CV37 6UZ","OSGB36",420310,255350,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",1738.66,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",302052.94,"Not Currently Available","D","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071400159","4231","Shottery St Andrew's C.E. Primary School","","Hathaway Lane","Stratford-Upon-Avon","CV37 9BL","OSGB36",418670,254620,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Occupied by the Local Authority","n/a","Land with a permanent building",307.56,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",52908.65,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10024634696","4233","Stratford-Upon-Avon Youth Service Store","10","Hertford Road","Stratford-Upon-Avon","CV37 9AN","OSGB36",419532,254106,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Leasehold","Occupied by the Local Authority","n/a","Land with a permanent building",21.37,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",943.92,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071513506","4234","Stratford-Upon-Avon Library & Information Centre","12","Henley Street","Stratford-Upon-Avon","CV37 6PZ","OSGB36",420090,255090,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",1195.31,0.0000,"Leisure and culture",72,"To Follow","n/a","Not Currently Available",167916.51,"Not Currently Available","C","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10023587211","4235","Burton Farm Household Waste Recycling Centre","","Burton Farm Road","Bishopton","CV37 0RW","OSGB36",417990,256811,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Leasehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",186.19,0.0000,"Environmental protection",30,"To Follow","n/a","Not Currently Available",31020.48,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071400170","4245","Stratford-Upon-Avon Fire Station","","Masons Road","Stratford-Upon-Avon","CV37 9NA","OSGB36",419300,255240,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",814.71,0.0000,"Community safety",16,"To Follow","n/a","Not Currently Available",171705.59,"Not Currently Available","C","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071361618","4248","Welcombe Hills School (Drayton Avenue)","185","Drayton Avenue","Stratford-Upon-Avon","CV37 9LD","OSGB36",418355,255739,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",651.10,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",160611.81,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071514879","4255","The Saltway Centre & Stratford Family Centre","","Alcester Road","Stratford-Upon-Avon","CV37 9DD","OSGB36",418800,255220,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Occupied by the Local Authority","n/a","Land with a permanent building",725.99,0.0000,"Government, citizens and rights",42,"To Follow","n/a","Not Currently Available",43834.02,"Not Currently Available","D","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071487651","4263","Studley Community Infant School","","High Street","Studley","B80 7HJ","OSGB36",407190,263830,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",1459.99,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",262092.60,"Not Currently Available","E","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071487652","4264","The Studley Centre","Withheld","Withheld","Withheld","B80","OSGB36",0,0,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Vacant","n/a","Land with a permanent building",381.81,0.0000,"Government, citizens and rights",42,"To Follow","Yes","Not Currently Available",77460.64,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071400268","4266","Studley High School (Academy)","","Crooks Lane","Studley","B80 7QX","OSGB36",407050,263440,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Other","Vested in Trustees","n/a","Land with a permanent building",5795.93,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",782563.99,"Not Currently Available","D","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071400273","4267","Studley St. Mary's CofE Academy","","New Road","Studley","B80 7ND","OSGB36",407240,263350,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",1433.74,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",542467.49,"Not Currently Available","C","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10023588754","4268","St. Mary's Catholic Primary School","","Pool Road","Studley","B80 7QU","OSGB36",407070,263620,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Occupied by the Local Authority","n/a","Land with a permanent building",1536.80,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",280311.92,"Not Currently Available","E","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10023588938","4271","Mappleborough Green C. E. Primary School","","Henley Road","Mappleborough Green","B80 7DR","OSGB36",408560,266730,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Both Freehold & Leasehold","Occupied by the Local Authority","n/a","Land with a permanent building",698.37,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",106706.73,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071400294","4279","Tanworth-In-Arden C.E. Primary (Academy) School","","The Green","Tanworth-In-Arden","B94 5AJ","OSGB36",411410,270570,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Other","Vested in Trustees","n/a","Land with a permanent building",1584.31,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",340989.09,"Not Currently Available","D","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10024634697","4281","Land At Church Farm","","Dove Lane","Temple Grafton","B49 6NU","OSGB36",412510,254940,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on a Leasehold or Licence","n/a","Land only",0.00,3.7201,"Environmental protection",30,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10023583593","4284","Temple Grafton C.E. Primary School (Academy)","","Church Bank","Temple Grafton","B49 6NU","OSGB36",412300,254790,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on Leasehold or Licence","n/a","Land with a permanent building",734.23,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",128296.70,"Not Currently Available","C","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071400296","4285","Newbold & Tredington C.E. Primary School","","Manor Farm Road","Tredington","CV36 4NZ","OSGB36",425510,243480,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Occupied by the Local Authority","n/a","Land with a permanent building",534.67,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",99530.88,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"10070379246","4286","Newbold & Tredington C.E. Primary School","","Moss Lane","Newbold-On-Stour","CV37 8TU","OSGB36",424660,246200,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Other","Vested in Trustees","n/a","Land with a permanent building",278.97,0.0000,"Education and learning",23,"To Follow","n/a","Not Currently Available",47674.12,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071511136","4287","Herberts Farm","","Saddledon Street","Tysoe","CV35 0SH","OSGB36",434036,244344,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on a Leasehold or Licence","n/a","Land with a permanent building",3003.35,0.0000,"Environmental protection",30,"To Follow","n/a","Not Currently Available",56056.03,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"100071511138","4288","Herberts Farm Cottage","","Saddledon Street","Tysoe","CV35 0SH","OSGB36",434042,244361,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on a Leasehold or Licence","n/a","Land with a permanent building",168.15,0.0000,"Environmental protection",30,"To Follow","n/a","Not Currently Available",21267.33,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
"Warwickshire County Council","http://data.ordnancesurvey.co.uk/id/7000000000010049",24/05/2019,"n/a","4289","Land at Hopkins Farm (Holding S51/6)","","Lower Tysoe Road","Tysoe","CV35 0BN","OSGB36",435000,245260,"http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html","Freehold","Part or Wholly let out on a Leasehold or Licence","n/a","Land only",0.00,0.0000,"Environmental protection",30,"To Follow","n/a","Not Currently Available",0.00,"Not Currently Available","n/a","To Follow","http://maps.warwickshire.gov.uk/inspire/"
