organisation_name,org_uri_code,effective_date,unique_property_reference_number,unique_asset_id,name_of_building_land_or_both,street_number,street_name,postal_town,uk_postcode,coordinate_reference_system,easting,northing,geopoint_licensing_uri,tenure_type,tenure_detail,other_tenure,holding_type,size_of_building,size_of_land,effective_service_delivery_government_services_function_label,effective_service_delivery_government_services_function_code,purpose,localism_act,total_building_operation_costs,required_maintenance_costs,suitability_rating,energy_performance_dec_rating,title_number,inspire_url
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,4231,Shottery St Andrew's C.E. Primary School,,Hathaway Lane,Stratford-Upon-Avon,CV37 9BL,OSGB36,418670,254620,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,307.56,0,Education and learning,23,To Follow,n/a,Not Currently Available,98939.54,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,4234,Stratford-Upon-Avon Library & Information Centre,12,Henley Street,Stratford-Upon-Avon,CV37 6PZ,OSGB36,420090,255090,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,1195.31,0,Leisure and culture,72,To Follow,n/a,Not Currently Available,209196.23,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10023587211,4235,Burton Farm Household Waste Recycling Centre,,Burton Farm Road,Bishopton,CV37 0RW,OSGB36,417990,256811,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Leasehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,186.19,0,Environmental protection,30,To Follow,n/a,Not Currently Available,31020.48,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,4245,Stratford-Upon-Avon Fire Station,,Masons Road,Stratford-Upon-Avon,CV37 9NA,OSGB36,419300,255240,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,814.71,0,Community safety,16,To Follow,n/a,Not Currently Available,175232.21,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,4248,Welcombe Hills School (Drayton Avenue),185,Drayton Avenue,Stratford-Upon-Avon,CV37 9LD,OSGB36,418355,255739,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,651.1,0,Education and learning,23,To Follow,n/a,Not Currently Available,160611.81,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,4255,The Saltway Centre & Stratford Family Centre,,Alcester Road,Stratford-Upon-Avon,CV37 9DD,OSGB36,418800,255220,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,725.99,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,41070.87,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,4263,Studley Community Infant School (Academy),,High Street,Studley,B80 7HJ,OSGB36,407190,263830,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,1459.99,0,Education and learning,23,To Follow,n/a,Not Currently Available,262092.6,Not Currently Available,E,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,4264,The Studley Centre,Withheld,Withheld,Withheld,B80,OSGB36,0,0,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Vacant,n/a,Land with a permanent building,381.81,0,"Government, citizens and rights",42,To Follow,n/a,Not Currently Available,77460.64,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,4266,Studley High School (Academy),,Crooks Lane,Studley,B80 7QX,OSGB36,407050,263440,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Other,Vested in Trustees,n/a,Land with a permanent building,5795.93,0,Education and learning,23,To Follow,n/a,Not Currently Available,782563.99,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,4267,Studley St. Mary's CofE Academy (Academy),,New Road,Studley,B80 7ND,OSGB36,407240,263350,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,1433.74,0,Education and learning,23,To Follow,n/a,Not Currently Available,542467.49,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10023588754,4268,St. Mary's Catholic Primary School,,Pool Road,Studley,B80 7QU,OSGB36,407070,263620,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1536.8,0,Education and learning,23,To Follow,n/a,Not Currently Available,282331.92,Not Currently Available,E,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10023588938,4271,Mappleborough Green C. E. Primary School,,Henley Road,Mappleborough Green,B80 7DR,OSGB36,408560,266730,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Both Freehold & Leasehold,Occupied by the Local Authority,n/a,Land with a permanent building,698.37,0,Education and learning,23,To Follow,n/a,Not Currently Available,106706.73,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,4279,Tanworth-In-Arden C.E. Primary (Academy) School,,The Green,Tanworth-In-Arden,B94 5AJ,OSGB36,411410,270570,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Other,Vested in Trustees,n/a,Land with a permanent building,1584.31,0,Education and learning,23,To Follow,n/a,Not Currently Available,340989.09,Not Currently Available,D,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10024634697,4281,Land at Church Farm,,Dove Lane,Temple Grafton,B49 6NU,OSGB36,412510,254940,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land only,0,3.7201,Environmental protection,30,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10023583593,4284,Temple Grafton C.E. Primary School (Academy),,Church Bank,Temple Grafton,B49 6NU,OSGB36,412300,254790,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,734.23,0,Education and learning,23,To Follow,n/a,Not Currently Available,128296.7,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,4285,Newbold & Tredington C.E. Primary School,,Manor Farm Road,Tredington,CV36 4NZ,OSGB36,425510,243480,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,534.67,0,Education and learning,23,To Follow,n/a,Not Currently Available,42922.25,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10070379246,4286,Newbold & Tredington C.E. Primary School,,Moss Lane,Newbold-On-Stour,CV37 8TU,OSGB36,424660,246200,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Other,Vested in Trustees,n/a,Land with a permanent building,278.97,0,Education and learning,23,To Follow,n/a,Not Currently Available,140751.79,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,4287,Herberts Farm,,Saddledon Street,Tysoe,CV35 0SH,OSGB36,434036,244344,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,3003.35,0,Environmental protection,30,To Follow,n/a,Not Currently Available,56056.03,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,4288,Herberts Farm Cottage (Herberts Farm),,Saddledon Street,Tysoe,CV35 0SH,OSGB36,434042,244361,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,168.15,0,Environmental protection,30,To Follow,n/a,Not Currently Available,21267.33,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,0,4289,Land at Hopkins Farm,,Radway Road,Lower Tysoe,CV35 0BN,OSGB36,434894,245532,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land only,0,0,Environmental protection,30,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10023581121,4290,Hopkins Farm,,Lower Tysoe Road,Lower Tysoe,CV35 0BN,OSGB36,434524,245092,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,2789,0,Environmental protection,30,To Follow,n/a,Not Currently Available,44968.41,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,0,4293,Land at Harbury Leys Farm,,Banbury Road,Lower Tysoe,CV35 0ED,OSGB36,435081,246673,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,53.67,0,Environmental protection,30,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,4294,Tysoe C.E. Primary School (Academy),,School Lane,Tysoe,CV35 0SD,OSGB36,434030,244440,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,1487.41,0,Education and learning,23,To Follow,n/a,Not Currently Available,208125.77,Not Currently Available,E,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100072000000,4295,Tysoe Childrens Group Ltd.,,Main Street,"Middle Tysoe, Tysoe",CV35 0SR,OSGB36,433950,244050,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,212.81,0,"Licences, permits and permissions",82,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,10023391536,4296,Ufton Fields Nature Reserve,,Ufton Fields,Ufton,CV33 9PU,OSGB36,438180,261470,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land only,0,32.198,Environmental protection,30,To Follow,n/a,Not Currently Available,0,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,4298,Welford-On-Avon Primary School,,Headland Road,Welford-On-Avon,CV37 8ER,OSGB36,414590,251980,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Occupied by the Local Authority,n/a,Land with a permanent building,1501.46,0,Education and learning,23,To Follow,n/a,Not Currently Available,293491.65,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,4301,Carpenters Farm,,Banbury Road,Warmington,OX17 1JJ,OSGB36,441036,246865,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on a Leasehold or Licence,n/a,Land with a permanent building,2018.29,0,Environmental protection,30,To Follow,n/a,Not Currently Available,50445.07,Not Currently Available,n/a,To Follow,http://maps.warwickshire.gov.uk/inspire/
Warwickshire County Council,http://data.ordnancesurvey.co.uk/id/7000000000010049,30/03/2022,100071000000,4302,Wellesbourne C.E. Primary School (Academy),,Mountford Close,Wellesbourne,CV35 9QG,OSGB36,428250,255490,http://www.ordnancesurvey.co.uk/business-and-government/help-and-support/public-sector/guidance/derived-data-exemptions.html,Freehold,Part or Wholly let out on Leasehold or Licence,n/a,Land with a permanent building,1664.97,0,Education and learning,23,To Follow,n/a,Not Currently Available,266406.79,Not Currently Available,C,To Follow,http://maps.warwickshire.gov.uk/inspire/
